folio,area,expr,expp,expc,cod_comuna
315860301,1,69,35,36,14201
315860401,1,39,35,36,14201
315860501,1,44,35,36,14201
315860701,1,39,35,36,14201
315860801,1,30,35,36,14201
315880201,1,222,263,260,13116
315880301,1,259,263,260,13116
315880501,1,207,263,260,13116
315880701,1,304,263,260,13116
315880801,1,229,263,260,13116
315890401,2,69,62,51,16303
315890501,2,41,63,51,16303
315890601,2,50,62,51,16303
315890701,2,42,62,51,16303
315890801,2,42,62,51,16303
315891001,2,54,63,51,16303
315910101,1,111,61,60,2201
315910201,1,66,61,60,2201
315910301,1,58,61,60,2201
315910401,1,53,61,60,2201
315910402,1,108,61,60,2201
315910601,1,43,61,60,2201
315910701,1,61,61,60,2201
315910801,1,60,61,60,2201
315920101,1,84,67,68,16301
315920201,1,51,67,68,16301
315920301,1,69,67,69,16301
315920401,1,74,67,69,16301
315920501,1,54,67,68,16301
315920601,1,66,67,69,16301
315920701,1,105,67,69,16301
315920801,1,89,67,69,16301
315930101,2,76,48,37,6206
315930201,2,39,48,37,6206
315930301,2,51,47,36,6206
315930401,2,47,48,36,6206
315930501,2,39,47,37,6206
315930601,2,54,47,36,6206
315930701,2,51,48,36,6206
315930801,2,36,48,37,6206
315930901,2,43,48,36,6206
315960101,1,68,92,95,9201
315960201,1,58,92,95,9201
315960601,1,138,92,95,9201
315960701,1,71,92,95,9201
315960801,1,71,92,95,9201
315970101,1,64,82,81,6101
315970201,1,75,82,80,6101
315970202,1,84,82,81,6101
315970203,1,119,82,80,6101
315970801,1,67,82,80,6101
315980101,1,33,28,28,12101
315980201,1,23,29,28,12101
315980202,1,42,28,28,12101
315980301,1,27,29,29,12101
315980501,1,23,28,28,12101
315980601,1,20,29,28,12101
315980801,1,22,28,28,12101
315980901,1,18,28,29,12101
315981101,1,53,28,28,12101
316020101,2,32,47,49,14104
316020201,2,28,47,48,14104
316020301,2,28,48,48,14104
316020401,2,40,48,48,14104
316020501,2,45,47,48,14104
316030201,1,178,151,153,13401
316030301,1,147,151,153,13401
316030302,1,124,151,152,13401
316030303,1,127,151,152,13401
316030401,1,155,151,153,13401
316030501,1,159,151,152,13401
316030801,1,172,151,152,13401
316040201,1,39,19,27,5405
316040301,1,46,19,27,5405
316040601,1,28,20,28,5405
316040801,1,35,19,28,5405
316050101,1,80,59,62,4101
316050201,1,58,59,62,4101
316050301,1,66,59,62,4101
316050401,1,67,59,62,4101
316050501,1,82,59,63,4101
316050601,1,45,59,62,4101
316050701,1,80,59,62,4101
316050801,1,70,60,62,4101
316120101,2,69,61,64,10105
316120201,2,49,61,65,10105
316120301,2,41,60,65,10105
316120501,2,70,60,64,10105
316120601,2,44,60,65,10105
316120801,2,51,60,65,10105
316120901,2,54,60,65,10105
316121001,2,32,60,64,10105
316150101,1,28,34,34,15101
316150102,1,27,34,34,15101
316150201,1,54,34,34,15101
316150401,1,29,34,34,15101
316150402,1,28,34,34,15101
316150601,1,30,33,34,15101
316150701,1,33,34,34,15101
316150901,1,36,34,34,15101
316151001,1,34,34,34,15101
316151101,1,27,34,34,15101
316151201,1,35,34,34,15101
316170101,1,78,84,83,5109
316170201,1,67,85,84,5109
316170301,1,75,85,83,5109
316170601,1,75,84,83,5109
316170701,1,131,85,83,5109
316170801,1,80,85,83,5109
316210201,1,102,98,104,4201
316210401,1,123,99,103,4201
316210501,1,88,99,103,4201
316210801,1,79,98,103,4201
316250101,1,55,65,63,6101
316250201,1,83,64,63,6101
316250301,1,40,64,63,6101
316250401,1,62,65,63,6101
316250501,1,51,64,63,6101
316250601,1,50,64,64,6101
316260101,1,60,69,68,6101
316260201,1,59,69,67,6101
316260301,1,63,69,67,6101
316260601,1,77,69,67,6101
316260801,1,67,68,67,6101
316270101,1,68,58,61,9114
316270201,1,75,57,62,9114
316270301,1,51,58,62,9114
316270401,1,46,57,62,9114
316270501,1,74,58,61,9114
316270601,1,39,57,62,9114
316270701,1,53,57,61,9114
316270801,1,65,57,62,9114
316300101,1,117,84,83,5101
316300701,1,94,85,83,5101
316330301,1,67,86,79,10202
316330401,1,93,86,79,10202
316330501,1,93,86,79,10202
316330601,1,73,86,79,10202
316330701,1,121,86,79,10202
316330801,1,110,86,78,10202
316360201,1,31,30,29,12101
316360301,1,29,29,29,12101
316360601,1,25,29,30,12101
316360801,1,26,30,30,12101
316360901,1,33,29,30,12101
316361001,1,18,30,29,12101
316361101,1,29,29,29,12101
316361201,1,33,29,30,12101
316370101,1,71,46,41,7202
316370201,1,65,46,41,7202
316370401,1,42,46,41,7202
316370601,1,54,46,41,7202
316370701,1,40,46,40,7202
316370801,1,65,46,40,7202
316400101,1,56,52,60,16203
316400201,1,56,52,61,16203
316400401,1,46,52,60,16203
316400501,1,48,52,60,16203
316400601,1,48,52,60,16203
316400701,1,52,52,61,16203
316400801,1,63,52,60,16203
316470101,1,43,55,56,16301
316470301,1,47,55,56,16301
316470401,1,39,54,56,16301
316470501,1,62,54,56,16301
316470801,1,49,55,55,16301
316480101,1,162,187,217,13124
316480301,1,140,186,217,13124
316480401,1,209,186,217,13124
316480501,1,160,187,217,13124
316480601,1,156,186,216,13124
316480701,1,147,186,216,13124
316480801,1,181,186,216,13124
316500201,1,99,126,111,5502
316500301,1,162,126,111,5502
316500601,1,126,126,111,5502
316500701,1,225,125,111,5502
316500801,1,107,125,111,5502
316540101,1,109,168,173,13112
316540201,1,210,168,173,13112
316540301,1,138,169,173,13112
316540401,1,156,169,173,13112
316540501,1,165,168,173,13112
316540601,1,156,168,173,13112
316540701,1,141,169,173,13112
316540801,1,128,169,172,13112
316610101,1,62,84,90,7301
316610301,1,68,84,90,7301
316610401,1,85,84,90,7301
316610501,1,116,84,90,7301
316610601,1,66,83,90,7301
316610701,1,68,84,90,7301
316610801,1,119,83,90,7301
316620201,1,76,61,76,9109
316620401,1,84,61,76,9109
316620501,1,77,61,76,9109
316620601,1,65,61,76,9109
316620701,1,55,62,76,9109
316660101,1,101,123,118,8112
316660201,1,110,123,117,8112
316660401,1,107,124,117,8112
316660501,1,120,123,118,8112
316660601,1,104,123,118,8112
316660701,1,126,123,118,8112
316660801,1,170,123,118,8112
316670101,1,224,212,214,13114
316670301,1,233,212,214,13114
316670501,1,231,212,213,13114
316670701,1,182,212,214,13114
316760101,1,444,221,219,13201
316760201,1,158,220,218,13201
316760301,1,168,220,219,13201
316760401,1,174,220,218,13201
316760501,1,250,221,218,13201
316760601,1,208,221,218,13201
316760701,1,200,221,218,13201
316760801,1,172,220,218,13201
316770101,1,106,74,76,8101
316770301,1,56,74,76,8101
316770401,1,59,74,75,8101
316770601,1,67,74,76,8101
316770701,1,58,74,75,8101
316770801,1,85,74,75,8101
316780101,1,52,66,67,8101
316780201,1,63,65,67,8101
316780301,1,66,65,66,8101
316780401,1,77,66,67,8101
316780501,1,66,66,67,8101
316780801,1,52,65,67,8101
316800101,1,73,69,72,6112
316800201,1,60,68,73,6112
316800301,1,51,68,72,6112
316800401,1,58,68,72,6112
316800501,1,72,68,72,6112
316800701,1,50,69,72,6112
316800801,1,51,68,73,6112
316830101,1,72,70,71,8102
316830301,1,59,70,71,8102
316830401,1,69,70,71,8102
316830501,1,61,70,71,8102
316830701,1,73,70,72,8102
316830801,1,55,70,72,8102
316840101,1,26,25,26,12101
316840201,1,24,26,26,12101
316840301,1,31,26,26,12101
316840401,1,29,26,26,12101
316840501,1,22,25,26,12101
316840601,1,26,26,26,12101
316840701,1,19,25,26,12101
316841101,1,18,25,26,12101
316841201,1,23,25,26,12101
316850201,1,24,24,24,12101
316850301,1,17,24,24,12101
316850401,1,27,25,24,12101
316850501,1,18,24,24,12101
316850601,1,21,24,25,12101
316850701,1,28,24,24,12101
316850801,1,25,24,24,12101
316850901,1,21,24,24,12101
316851001,1,25,24,25,12101
316851101,1,19,24,24,12101
316851201,1,26,24,24,12101
316860101,1,63,68,69,8102
316860201,1,87,67,69,8102
316860301,1,59,67,69,8102
316860401,1,76,68,69,8102
316860501,1,66,68,69,8102
316860601,1,54,67,69,8102
316860701,1,71,67,69,8102
316860801,1,55,67,69,8102
316870101,1,33,20,20,11101
316870201,1,21,20,20,11101
316870301,1,25,20,20,11101
316870401,1,23,20,20,11101
316870501,1,23,20,20,11101
316870601,1,27,20,20,11101
316870701,1,15,20,20,11101
316870801,1,43,20,20,11101
316870901,1,29,20,20,11101
316871001,1,29,20,20,11101
316871101,1,20,20,19,11101
316871201,1,22,20,20,11101
316930101,1,77,80,81,2101
316930301,1,85,80,81,2101
316930401,1,64,80,81,2101
316940101,1,49,57,57,2101
316940201,1,43,57,57,2101
316940301,1,37,57,58,2101
316940401,1,52,57,57,2101
316940501,1,40,57,58,2101
316940601,1,54,57,57,2101
316940701,1,43,57,58,2101
316940801,1,57,57,58,2101
316960101,1,345,233,200,13123
316960501,1,254,233,200,13123
316960801,1,258,233,200,13123
316980101,1,60,70,83,10107
316980401,1,66,70,82,10107
316980501,1,97,70,82,10107
316980601,1,76,70,83,10107
316980701,1,60,70,82,10107
316980801,1,85,70,82,10107
317000101,2,29,39,34,16204
317000201,2,25,39,34,16204
317000301,2,30,39,34,16204
317000401,2,37,40,34,16204
317000601,2,36,39,34,16204
317000701,2,34,40,34,16204
317000801,2,29,39,34,16204
317000901,2,32,39,34,16204
317001001,2,49,39,34,16204
317030101,1,27,24,20,13130
317030401,1,19,24,21,13130
317030601,1,20,24,21,13130
317030701,1,20,24,20,13130
317030801,1,31,24,21,13130
317060101,1,137,84,86,7304
317060301,1,113,85,86,7304
317060401,1,87,85,86,7304
317060501,1,104,85,86,7304
317060601,1,95,85,86,7304
317060701,1,130,84,86,7304
317060801,1,158,85,86,7304
317090101,2,34,62,63,5804
317090201,2,48,62,62,5804
317090301,2,37,62,62,5804
317090401,2,33,62,62,5804
317090501,2,42,62,63,5804
317090701,2,42,61,62,5804
317090901,2,43,62,62,5804
317091001,2,44,62,62,5804
317130101,1,107,73,74,7101
317130201,1,72,73,74,7101
317130301,1,77,73,73,7101
317130401,1,95,72,74,7101
317130501,1,82,73,73,7101
317130601,1,52,73,74,7101
317130701,1,99,73,73,7101
317140101,1,76,105,98,5702
317140201,1,94,105,98,5702
317140501,1,82,105,97,5702
317140601,1,102,105,97,5702
317140701,1,132,105,97,5702
317140801,1,152,105,97,5702
317150101,1,76,66,65,10101
317150601,1,94,66,65,10101
317150701,1,80,66,65,10101
317150801,1,55,65,65,10101
317150802,1,67,66,65,10101
317210101,1,292,184,205,13106
317210201,1,134,184,205,13106
317210301,1,251,184,205,13106
317210401,1,151,184,205,13106
317210501,1,201,184,205,13106
317210601,1,145,184,205,13106
317210701,1,173,184,205,13106
317210801,1,191,184,205,13106
317230101,1,38,45,42,1107
317230401,1,43,45,42,1107
317230601,1,40,45,42,1107
317230701,1,24,45,41,1107
317230801,1,75,45,41,1107
317230901,1,51,45,42,1107
317231001,1,67,45,42,1107
317231101,1,56,45,42,1107
317260101,2,14,33,33,11101
317260201,2,20,33,32,11101
317260301,2,16,32,33,11101
317260401,2,28,32,32,11101
317260501,2,16,33,32,11101
317260601,2,35,33,33,11101
317260701,2,16,33,33,11101
317260801,2,15,32,32,11101
317260901,2,14,32,32,11101
317261001,2,18,33,32,11101
317261201,2,16,32,33,11101
317261301,2,21,32,33,11101
317261401,2,39,33,32,11101
317300101,1,285,303,289,13110
317300201,1,203,304,289,13110
317300301,1,234,304,289,13110
317300501,1,218,304,289,13110
317300601,1,233,303,289,13110
317330401,1,21,31,31,3202
317330501,1,29,32,30,3202
317330601,1,63,32,31,3202
317330901,1,31,31,31,3202
317331201,1,30,31,31,3202
317360101,1,23,34,34,3101
317360301,1,23,34,34,3101
317360401,1,39,35,34,3101
317360501,1,35,34,34,3101
317360601,1,34,35,34,3101
317360801,1,23,35,34,3101
317361001,1,33,35,34,3101
317390101,1,21,25,24,11201
317390201,1,27,26,24,11201
317390301,1,23,25,24,11201
317390401,1,24,26,24,11201
317390501,1,19,25,24,11201
317390601,1,32,25,24,11201
317390701,1,19,26,24,11201
317390801,1,24,26,23,11201
317390901,1,22,26,24,11201
317391001,1,18,26,24,11201
317391101,1,21,25,24,11201
317391201,1,32,26,24,11201
317430201,1,129,174,146,13111
317430301,1,131,174,146,13111
317430401,1,162,174,146,13111
317430601,1,143,174,147,13111
317430801,1,144,173,147,13111
317440101,1,85,108,108,5801
317440201,1,113,108,107,5801
317440301,1,118,109,108,5801
317440501,1,115,108,107,5801
317440601,1,90,108,107,5801
317440701,1,91,108,107,5801
317440801,1,100,109,107,5801
317470101,1,60,76,74,8107
317470201,1,85,76,74,8107
317470301,1,82,76,74,8107
317470401,1,66,76,74,8107
317470501,1,66,76,74,8107
317470601,1,59,76,74,8107
317470701,1,92,76,74,8107
317470801,1,114,76,74,8107
317530201,2,32,96,86,9205
317530301,2,72,96,86,9205
317530401,2,59,96,87,9205
317530501,2,55,96,86,9205
317530601,2,54,96,87,9205
317530701,2,111,96,86,9205
317530801,2,46,96,87,9205
317530901,2,62,96,86,9205
317531001,2,42,96,86,9205
317550101,1,45,45,51,5605
317550301,1,40,46,50,5605
317550501,1,42,46,51,5605
317550601,1,34,46,50,5605
317550701,1,50,45,51,5605
317550801,1,48,46,51,5605
317600101,1,53,85,89,7105
317600201,1,125,85,89,7105
317600701,1,95,85,89,7105
317600801,1,86,85,89,7105
317650101,1,54,61,62,2101
317650201,1,75,61,62,2101
317650202,1,67,61,62,2101
317650301,1,49,61,62,2101
317650401,1,59,61,62,2101
317650601,1,50,61,62,2101
317660101,1,72,83,87,10301
317660301,1,67,83,87,10301
317660401,1,144,83,87,10301
317660501,1,99,83,87,10301
317660601,1,100,83,87,10301
317680401,1,329,376,378,13126
317680501,1,267,376,378,13126
317680601,1,242,377,378,13126
317680701,1,355,377,378,13126
317680801,1,379,376,379,13126
317690101,1,53,62,62,2201
317690201,1,52,62,62,2201
317690401,1,46,63,61,2201
317690501,1,73,62,62,2201
317690601,1,40,63,62,2201
317690701,1,49,63,62,2201
317690801,1,50,62,61,2201
317700101,1,35,43,42,14101
317700201,1,47,44,42,14101
317700401,1,45,43,42,14101
317700501,1,50,43,43,14101
317700701,1,34,43,43,14101
317700801,1,38,43,42,14101
317740201,1,67,74,75,8102
317740301,1,82,73,75,8102
317740401,1,86,74,75,8102
317740701,1,75,73,75,8102
317740801,1,70,73,75,8102
317750101,1,58,51,48,14108
317750301,1,56,50,48,14108
317750401,1,61,50,48,14108
317750501,1,55,51,48,14108
317750801,1,63,51,47,14108
317760101,2,16,26,28,7303
317760301,2,27,27,28,7303
317760401,2,13,27,28,7303
317760501,2,16,27,28,7303
317760701,2,19,27,28,7303
317760901,2,24,27,28,7303
317761001,2,18,27,28,7303
317780101,2,43,64,66,16301
317780201,2,50,64,66,16301
317780301,2,51,64,66,16301
317780401,2,60,64,66,16301
317780701,2,77,64,65,16301
317780801,2,48,64,66,16301
317780901,2,51,64,66,16301
317810201,1,118,81,95,10107
317810301,1,115,80,95,10107
317810401,1,62,81,95,10107
317810601,1,110,81,95,10107
317810801,1,68,80,94,10107
317830101,1,176,247,322,13127
317830201,1,268,247,322,13127
317830701,1,225,247,322,13127
317830801,1,178,248,322,13127
317880201,1,50,67,64,8301
317880301,1,64,68,63,8301
317880601,1,56,68,63,8301
317880801,1,68,67,63,8301
317910101,1,172,177,180,13404
317910201,1,180,177,180,13404
317910401,1,190,178,180,13404
317910501,1,266,178,180,13404
317910601,1,146,178,180,13404
317910701,1,214,178,180,13404
317910801,1,205,177,180,13404
317940101,1,58,65,66,6106
317940301,1,42,65,66,6106
317940401,1,76,65,66,6106
317940501,1,61,65,66,6106
317940601,1,71,65,66,6106
317940801,1,70,65,66,6106
317970101,1,104,144,145,8110
317970201,1,174,145,146,8110
317970401,1,115,144,146,8110
317970501,1,130,144,145,8110
317970701,1,156,145,145,8110
317970801,1,125,144,146,8110
317980201,1,33,43,45,1101
317980301,1,25,43,45,1101
317980501,1,34,43,45,1101
317980701,1,54,42,45,1101
317980801,1,50,43,45,1101
317981201,1,39,42,45,1101
318090201,1,66,102,90,5502
318090301,1,76,101,90,5502
318090401,1,75,102,90,5502
318090601,1,90,102,90,5502
318090701,1,137,101,90,5502
318130101,1,74,61,62,16304
318130401,1,56,61,62,16304
318130501,1,70,61,62,16304
318130601,1,91,61,62,16304
318130701,1,56,61,62,16304
318140101,1,63,87,90,9201
318140201,1,84,86,90,9201
318140301,1,92,87,90,9201
318140401,1,77,87,91,9201
318140601,1,66,87,90,9201
318140801,1,73,87,90,9201
318340101,1,91,74,86,10201
318340201,1,105,74,86,10201
318340301,1,96,74,86,10201
318340401,1,61,74,86,10201
318340501,1,56,74,86,10201
318340601,1,43,74,87,10201
318340701,1,138,74,86,10201
318340801,1,76,74,87,10201
318360201,1,175,208,199,13119
318360301,1,178,208,198,13119
318360401,1,192,208,199,13119
318360501,1,158,208,199,13119
318360701,1,266,208,198,13119
318360801,1,157,208,198,13119
318360802,1,369,208,199,13119
318420101,1,116,145,137,13118
318420301,1,120,146,137,13118
318420401,1,215,145,137,13118
318420501,1,131,146,137,13118
318420601,1,193,145,137,13118
318420602,1,125,146,137,13118
318420701,1,113,145,137,13118
318421001,1,159,145,137,13118
318460101,1,124,158,141,16102
318460201,1,144,158,141,16102
318460301,1,170,158,140,16102
318460401,1,177,157,141,16102
318460601,1,143,158,141,16102
318460701,1,112,158,141,16102
318460801,1,217,158,141,16102
318470201,1,61,49,48,14101
318470301,1,55,49,48,14101
318470401,1,40,49,48,14101
318470501,1,44,48,47,14101
318470701,1,51,48,48,14101
318470801,1,53,48,48,14101
318500201,1,130,71,73,8102
318500301,1,71,71,73,8102
318500401,1,65,71,72,8102
318500501,1,59,71,72,8102
318500601,1,69,71,72,8102
318500701,1,56,71,72,8102
318500801,1,65,71,73,8102
318530201,1,85,85,89,10301
318530501,1,130,86,89,10301
318530701,1,159,85,89,10301
318530801,1,116,85,89,10301
318540101,2,18,31,38,8307
318540201,2,25,32,38,8307
318540301,2,21,32,37,8307
318540401,2,33,32,38,8307
318540501,2,23,31,37,8307
318540601,2,17,32,38,8307
318540701,2,20,32,37,8307
318540801,2,17,32,37,8307
318540901,2,17,31,37,8307
318541001,2,24,32,37,8307
318550101,1,95,82,81,10101
318550201,1,94,82,81,10101
318550301,1,95,82,82,10101
318550401,1,80,83,82,10101
318550501,1,84,82,81,10101
318550701,1,89,82,81,10101
318550801,1,88,83,81,10101
318570101,1,61,43,47,9101
318570201,1,60,43,47,9101
318570301,1,46,43,47,9101
318570401,1,38,43,47,9101
318570501,1,35,43,47,9101
318570601,1,64,43,48,9101
318570701,1,51,43,47,9101
318570801,1,51,43,47,9101
318580201,1,84,66,67,8101
318580301,1,70,66,66,8101
318580501,1,67,66,67,8101
318580701,1,54,65,66,8101
318600201,1,50,61,65,8311
318600301,1,65,61,66,8311
318600401,1,67,61,65,8311
318600501,1,58,61,66,8311
318600701,1,63,61,65,8311
318600801,1,59,61,65,8311
318620101,2,103,79,73,6301
318620201,2,67,79,74,6301
318620202,2,87,78,74,6301
318620301,2,55,79,73,6301
318620501,2,68,78,73,6301
318620601,2,103,79,73,6301
318620701,2,66,79,74,6301
318620801,2,64,79,73,6301
318621001,2,104,79,74,6301
318630201,1,161,181,183,13114
318630301,1,221,182,183,13114
318630401,1,223,182,183,13114
318630501,1,179,181,183,13114
318630601,1,129,181,183,13114
318630701,1,294,182,183,13114
318640101,1,144,90,91,5501
318640201,1,68,90,91,5501
318640401,1,70,91,91,5501
318640501,1,152,91,91,5501
318640601,1,117,90,91,5501
318640801,1,122,90,91,5501
318650101,1,46,50,53,1101
318650201,1,30,50,53,1101
318650202,1,79,50,52,1101
318650301,1,53,50,53,1101
318650401,1,44,50,52,1101
318650601,1,29,50,53,1101
318650701,1,30,50,53,1101
318651001,1,89,50,52,1101
318651101,1,78,50,52,1101
318651201,1,56,50,53,1101
318700201,1,90,86,89,16301
318700501,1,139,86,88,16301
318700601,1,90,86,88,16301
318700701,1,68,86,88,16301
318700801,1,82,86,89,16301
318710301,1,87,69,68,2201
318710501,1,70,69,68,2201
318750101,1,310,240,226,13104
318750201,1,194,240,226,13104
318750301,1,249,240,225,13104
318750302,1,177,240,225,13104
318750401,1,205,240,226,13104
318750501,1,191,239,226,13104
318750701,1,385,240,226,13104
318750801,1,169,240,226,13104
318770101,1,62,59,55,8301
318770201,1,52,59,55,8301
318770301,1,46,58,55,8301
318770401,1,112,58,54,8301
318770601,1,74,58,55,8301
318770701,1,51,58,55,8301
318770801,1,63,59,54,8301
318840201,1,166,135,155,13203
318840301,1,250,135,156,13203
318840401,1,84,135,156,13203
318840601,1,110,135,155,13203
318840801,1,114,135,156,13203
318870101,1,55,47,47,14101
318870201,1,53,48,47,14101
318870401,1,61,47,47,14101
318870501,1,49,48,46,14101
318870701,1,85,48,47,14101
318870801,1,67,48,47,14101
318910201,1,112,116,114,5109
318910301,1,225,116,114,5109
318910401,1,98,117,114,5109
318910501,1,118,117,114,5109
318910601,1,120,117,114,5109
318910801,1,85,116,114,5109
318950101,1,110,89,86,4102
318950201,1,102,89,86,4102
318950501,1,72,89,86,4102
318950701,1,94,89,86,4102
318950801,1,97,88,86,4102
318960101,1,111,77,77,5804
318960201,1,85,76,77,5804
318960301,1,75,77,77,5804
318960401,1,85,77,77,5804
318960501,1,65,77,77,5804
318960701,1,72,77,77,5804
318960801,1,67,76,77,5804
318980101,1,144,168,161,8108
318980201,1,131,168,161,8108
318980401,1,178,168,161,8108
318980501,1,133,169,161,8108
318980601,1,211,168,161,8108
319000101,1,160,68,68,10101
319000301,1,76,69,68,10101
319000601,1,82,68,68,10101
319000701,1,83,69,68,10101
319040101,1,33,32,28,9205
319040301,1,45,32,28,9205
319040501,1,36,32,28,9205
319040801,1,24,31,28,9205
319060101,1,58,60,59,10101
319060201,1,61,60,59,10101
319060301,1,65,60,59,10101
319060401,1,54,60,59,10101
319060701,1,61,59,59,10101
319060801,1,85,60,59,10101
319080101,1,108,173,148,13123
319080201,1,292,173,148,13123
319080301,1,120,173,149,13123
319080401,1,143,172,148,13123
319080601,1,126,173,148,13123
319080701,1,156,173,148,13123
319100101,1,108,60,59,14101
319100301,1,59,60,58,14101
319100401,1,65,60,59,14101
319100601,1,83,60,58,14101
319100801,1,47,60,59,14101
319160201,1,46,39,33,7203
319160301,1,47,39,33,7203
319160401,1,37,38,32,7203
319160801,1,46,38,33,7203
319230101,1,22,31,31,15101
319230601,1,22,31,31,15101
319230701,1,32,31,31,15101
319230801,1,39,30,30,15101
319230901,1,36,31,31,15101
319231101,1,30,30,30,15101
319231201,1,24,31,31,15101
319310101,1,148,137,133,4102
319310201,1,265,137,133,4102
319310301,1,206,136,133,4102
319310401,1,210,137,133,4102
319310501,1,165,137,133,4102
319310601,1,242,136,133,4102
319310701,1,164,137,132,4102
319310801,1,144,137,132,4102
319310901,1,166,137,133,4102
319311001,1,134,137,133,4102
319350501,1,312,297,254,13130
319350701,1,298,297,254,13130
319390101,1,123,84,75,9112
319390201,1,100,84,75,9112
319390501,1,145,84,75,9112
319390601,1,96,83,74,9112
319390701,1,91,84,74,9112
319390801,1,108,84,75,9112
319430101,1,264,251,255,13401
319430201,1,341,252,254,13401
319430401,1,256,252,255,13401
319430501,1,384,252,254,13401
319430601,1,196,252,255,13401
319430701,1,275,252,255,13401
319430801,1,238,252,255,13401
319470101,1,21,26,26,12401
319470201,1,21,26,26,12401
319470301,1,21,26,25,12401
319470401,1,33,27,26,12401
319470501,1,36,26,26,12401
319470801,1,21,26,25,12401
319470901,1,21,26,26,12401
319471001,1,29,26,26,12401
319471101,1,28,27,25,12401
319471201,1,29,26,26,12401
319490101,1,89,58,55,8301
319490201,1,73,59,55,8301
319490202,1,112,59,55,8301
319490401,1,74,59,55,8301
319490501,1,53,58,55,8301
319490601,1,62,59,55,8301
319490701,1,75,59,55,8301
319490801,1,51,58,55,8301
319500501,1,154,188,220,13108
319520301,2,43,85,99,10201
319520401,2,55,85,98,10201
319520501,2,56,85,99,10201
319520601,2,52,85,98,10201
319520701,2,76,85,99,10201
319520801,2,52,86,99,10201
319520901,2,49,85,98,10201
319521001,2,61,85,98,10201
319570101,1,86,100,99,5601
319570201,1,87,101,98,5601
319570301,1,74,100,99,5601
319570501,1,102,101,98,5601
319570601,1,117,101,99,5601
319570602,1,80,101,99,5601
319590101,1,82,80,80,5501
319590201,1,105,80,81,5501
319590301,1,82,80,80,5501
319590401,1,53,80,80,5501
319590601,1,59,80,81,5501
319590801,1,60,80,80,5501
319600101,1,52,59,68,8305
319600301,1,54,59,68,8305
319600401,1,52,59,67,8305
319600501,1,65,60,68,8305
319600701,1,84,59,67,8305
319610101,1,76,65,63,8108
319610301,1,70,65,62,8108
319610401,1,56,65,63,8108
319610501,1,67,65,62,8108
319610601,1,46,66,63,8108
319610701,1,66,65,62,8108
319610801,1,66,65,62,8108
319650201,1,47,71,70,6101
319650301,1,54,71,70,6101
319650401,1,84,71,69,6101
319650501,1,71,72,70,6101
319650601,1,60,71,69,6101
319650801,1,82,71,70,6101
319670101,1,23,29,29,12101
319670201,1,31,29,30,12101
319670301,1,27,29,29,12101
319670401,1,50,29,29,12101
319670501,1,44,29,29,12101
319670601,1,35,29,29,12101
319670701,1,41,29,29,12101
319670801,1,37,29,30,12101
319670901,1,21,29,29,12101
319671001,1,51,29,29,12101
319671101,1,20,29,29,12101
319671201,1,33,29,29,12101
319680101,1,217,226,223,13201
319680201,1,229,226,224,13201
319680501,1,214,226,223,13201
319680601,1,222,226,224,13201
319680701,1,169,225,223,13201
319680801,1,139,226,224,13201
319710101,1,62,62,64,10301
319710201,1,57,61,64,10301
319710301,1,47,61,65,10301
319710401,1,90,62,64,10301
319710501,1,55,62,64,10301
319710701,1,62,61,64,10301
319710801,1,70,62,64,10301
319780201,1,39,40,41,8102
319780301,1,33,39,40,8102
319780501,1,38,40,40,8102
319780701,1,28,40,40,8102
319780801,1,31,39,40,8102
319810301,1,78,83,97,16203
319810401,1,63,84,97,16203
319810501,1,79,84,97,16203
319810601,1,143,84,97,16203
319810701,1,95,84,97,16203
319810801,1,67,84,97,16203
319840101,1,180,225,265,13101
319840201,1,192,224,265,13101
319840301,1,331,225,265,13101
319840501,1,239,224,264,13101
319840601,1,224,224,265,13101
319840701,1,159,224,265,13101
319850101,1,52,71,72,7101
319850102,1,136,71,72,7101
319850301,1,56,71,72,7101
319850302,1,143,71,72,7101
319850401,1,59,71,72,7101
319850501,1,73,72,72,7101
319850601,1,102,71,72,7101
319850701,1,132,71,72,7101
319850801,1,62,72,72,7101
319880101,1,76,96,96,8110
319880201,1,102,95,96,8110
319880301,1,88,96,96,8110
319880401,1,83,96,97,8110
319880501,1,73,95,96,8110
319880601,1,123,96,97,8110
319880701,1,96,96,96,8110
319880801,1,93,96,96,8110
319910101,1,148,192,224,13108
319910201,1,151,192,224,13108
319910301,1,200,192,224,13108
319910601,1,196,192,225,13108
319910701,1,162,192,224,13108
319910801,1,161,192,225,13108
319930101,1,151,162,146,13605
319930201,1,198,161,145,13605
319930301,1,161,161,146,13605
319930401,1,147,161,146,13605
319930501,1,148,161,146,13605
319930601,1,127,161,146,13605
319930701,1,111,161,146,13605
319930801,1,195,162,146,13605
319990101,2,57,120,118,9211
319990201,2,99,121,118,9211
319990301,2,78,121,118,9211
319990401,2,97,121,118,9211
319990501,2,63,121,119,9211
319990601,2,48,121,118,9211
319990701,2,55,121,118,9211
319990801,2,53,121,119,9211
319990901,2,60,121,118,9211
320030101,1,269,173,168,4102
320030201,1,206,173,169,4102
320030501,1,318,174,169,4102
320030601,1,171,174,169,4102
320030701,1,195,173,168,4102
320040201,1,147,269,228,13111
320040401,1,336,270,227,13111
320040501,1,244,270,227,13111
320040701,1,243,270,227,13111
