folio,area,expr,expp,expc,cod_comuna
100020301,1,264,285,371,13127
100020401,1,295,286,371,13127
100020501,1,373,285,371,13127
100020801,1,266,285,372,13127
100070201,1,72,60,82,2203
100070501,1,59,61,82,2203
100070601,1,58,60,81,2203
100070801,1,49,60,81,2203
100160301,1,165,183,178,13103
100160401,1,156,183,177,13103
100160501,1,192,183,178,13103
100160601,1,134,183,177,13103
100160701,1,168,182,178,13103
100160801,1,137,183,177,13103
100200201,1,106,99,100,8110
100200701,1,102,99,100,8110
100200801,1,101,100,100,8110
100240201,1,94,102,106,4101
100240301,1,155,101,106,4101
100240401,1,89,101,107,4101
100240801,1,85,101,106,4101
100280101,1,88,73,73,8110
100280201,1,68,73,74,8110
100280301,1,79,73,74,8110
100280501,1,66,74,74,8110
100280601,1,112,74,74,8110
100280701,1,59,74,73,8110
100280801,1,73,73,74,8110
100290101,1,78,78,77,6101
100290201,1,153,78,77,6101
100290301,1,77,78,77,6101
100290501,1,107,78,76,6101
100290701,1,74,78,77,6101
100290801,1,57,78,77,6101
100300101,1,72,63,69,9101
100300201,1,131,63,69,9101
100300301,1,51,63,69,9101
100300401,1,71,63,69,9101
100300501,1,51,63,70,9101
100300801,1,65,63,69,9101
100340101,1,220,184,175,13119
100340201,1,153,183,175,13119
100340301,1,131,183,175,13119
100340401,1,131,183,175,13119
100340501,1,169,183,175,13119
100340801,1,114,183,175,13119
100390101,1,27,37,41,14107
100390201,1,48,37,41,14107
100390301,1,56,37,41,14107
100390401,1,54,37,42,14107
100390601,1,37,37,42,14107
100390701,1,32,37,42,14107
100410301,1,66,63,60,7102
100410401,1,84,63,60,7102
100410701,1,53,63,60,7102
100410801,1,81,63,61,7102
100420201,1,161,176,168,13119
100420301,1,210,175,167,13119
100420401,1,292,175,167,13119
100420501,1,244,176,167,13119
100420601,1,144,175,167,13119
100420701,1,136,176,168,13119
100420801,1,282,176,168,13119
100450101,1,66,62,50,10109
100450201,1,60,61,50,10109
100450301,1,80,62,50,10109
100450401,1,56,61,50,10109
100450501,1,77,61,50,10109
100450601,1,65,61,50,10109
100450701,1,121,61,50,10109
100450801,1,86,61,50,10109
100480201,1,257,193,198,13112
100480301,1,105,193,198,13112
100480501,1,167,193,198,13112
100480601,1,192,193,197,13112
100480701,1,152,193,198,13112
100480801,1,152,193,198,13112
100510101,2,93,86,75,6109
100510201,2,146,86,75,6109
100510301,2,49,86,74,6109
100510501,2,68,86,75,6109
100510601,2,79,86,75,6109
100510701,2,64,86,75,6109
100510801,2,62,86,75,6109
100510901,2,78,86,75,6109
100511001,2,65,86,74,6109
100530101,1,94,80,76,8112
100530201,1,147,80,77,8112
100530301,1,90,80,76,8112
100530401,1,64,81,77,8112
100530501,1,81,80,77,8112
100530601,1,84,80,76,8112
100530701,1,79,81,76,8112
100530801,1,88,80,76,8112
100540401,1,44,67,70,10301
100540601,1,67,67,70,10301
100540701,1,62,67,70,10301
100540801,1,49,67,70,10301
100620201,1,316,338,341,13114
100620301,1,281,338,340,13114
100620401,1,343,338,340,13114
100630101,2,41,65,65,9103
100630201,2,42,65,64,9103
100630401,2,51,66,64,9103
100630501,2,46,65,64,9103
100630601,2,54,65,64,9103
100630701,2,35,65,64,9103
100631001,2,51,65,64,9103
100650301,1,140,168,170,13114
100650401,1,184,169,170,13114
100650701,1,151,169,170,13114
100700101,1,150,197,189,13119
100700201,1,196,197,188,13119
100700301,1,261,198,188,13119
100700401,1,107,198,189,13119
100700501,1,270,198,189,13119
100700701,1,193,198,189,13119
100700801,1,160,198,188,13119
100710101,1,138,179,214,13125
100710301,1,147,178,215,13125
100710401,1,150,178,214,13125
100710501,1,153,178,215,13125
100710601,1,172,178,214,13125
100710701,1,161,179,215,13125
100710801,1,155,178,215,13125
100720101,1,67,70,70,10101
100720201,1,119,70,69,10101
100720301,1,80,71,69,10101
100720401,1,74,70,69,10101
100720501,1,108,70,69,10101
100720601,1,72,70,69,10101
100720701,1,119,71,69,10101
100720801,1,102,70,70,10101
100790101,1,203,211,209,13201
100790201,1,185,211,209,13201
100790401,1,280,211,209,13201
100790501,1,195,211,209,13201
100790601,1,205,211,209,13201
100790801,1,216,211,208,13201
100820101,1,92,79,79,8110
100820201,1,64,79,80,8110
100820301,1,84,79,80,8110
100820501,1,69,79,79,8110
100820601,1,57,79,79,8110
100820701,1,55,79,79,8110
100820801,1,77,79,79,8110
100920201,1,37,30,32,9104
100920301,1,35,31,32,9104
100920401,1,40,30,32,9104
100920501,1,54,31,32,9104
100920701,1,30,31,32,9104
100920801,1,27,31,31,9104
100950101,1,30,34,32,1107
100950201,1,47,33,32,1107
100950301,1,26,34,31,1107
100950401,1,30,34,32,1107
100950501,1,23,34,31,1107
100950601,1,33,33,32,1107
100950701,1,28,34,31,1107
100950801,1,34,33,31,1107
100951101,1,31,34,31,1107
100951201,1,36,34,31,1107
100960201,1,81,73,72,6101
100960301,1,52,73,72,6101
100960401,1,40,73,72,6101
100960501,1,118,73,72,6101
100960801,1,80,73,72,6101
100980101,1,224,135,115,13130
100980201,1,115,135,115,13130
100980501,1,119,135,116,13130
100980701,1,140,135,115,13130
101020101,1,89,106,105,10101
101020401,1,137,105,104,10101
101020701,1,69,105,104,10101
101030101,1,49,46,50,9101
101030201,1,48,46,50,9101
101030301,1,41,45,51,9101
101030401,1,65,46,50,9101
101030501,1,43,46,51,9101
101030601,1,48,45,50,9101
101030701,1,58,46,51,9101
101030801,1,107,46,50,9101
101060301,1,230,292,265,13132
101060601,1,264,292,265,13132
101070301,2,29,45,44,11101
101070401,2,21,45,45,11101
101070501,2,38,45,45,11101
101070601,2,27,45,45,11101
101070701,2,31,45,45,11101
101070901,2,26,45,44,11101
101071101,2,25,45,45,11101
101071301,2,16,45,44,11101
101071401,2,24,44,44,11101
101080101,2,42,56,43,4304
101080201,2,38,56,43,4304
101080301,2,25,56,43,4304
101080401,2,32,56,43,4304
101080501,2,36,56,43,4304
101080601,2,51,56,43,4304
101080701,2,40,56,43,4304
101080901,2,35,56,43,4304
101081001,2,33,56,43,4304
101090101,1,64,62,66,9108
101090201,1,66,62,65,9108
101090301,1,81,62,65,9108
101090401,1,58,62,65,9108
101090501,1,62,62,65,9108
101090601,1,98,62,65,9108
101090701,1,72,63,65,9108
101090702,1,85,62,65,9108
101090801,1,68,63,66,9108
101110101,1,132,105,110,10301
101110201,1,109,106,110,10301
101110401,1,74,106,110,10301
101110501,1,109,106,110,10301
101150101,1,58,68,76,8111
101150201,1,62,68,76,8111
101150301,1,69,68,76,8111
101150401,1,70,68,76,8111
101150501,1,73,69,77,8111
101150601,1,62,68,76,8111
101150701,1,62,69,76,8111
101150801,1,65,69,76,8111
101160101,1,43,56,56,2201
101160201,1,49,57,56,2201
101160301,1,53,57,56,2201
101160401,1,108,57,56,2201
101160601,1,56,57,56,2201
101160701,1,58,57,55,2201
101160801,1,67,57,55,2201
101200201,1,69,65,64,2201
101200401,1,71,65,64,2201
101200501,1,67,65,64,2201
101200801,1,67,65,64,2201
101220101,1,176,107,108,2101
101220201,1,90,107,107,2101
101220301,1,91,107,108,2101
101220401,1,128,107,108,2101
101220501,1,102,107,108,2101
101220701,1,99,107,108,2101
101220801,1,88,107,108,2101
101250101,1,46,50,50,14101
101250201,1,54,50,49,14101
101250301,1,44,50,50,14101
101250401,1,50,50,49,14101
101250601,1,45,50,49,14101
101250801,1,54,50,49,14101
101260401,1,260,266,320,13125
101260501,1,234,266,320,13125
101260601,1,240,267,320,13125
101280101,1,78,76,75,5109
101280201,1,108,76,75,5109
101280301,1,69,77,75,5109
101280501,1,84,76,75,5109
101280701,1,108,77,75,5109
101290101,1,56,76,75,9210
101290201,1,63,75,76,9210
101290301,1,73,75,75,9210
101290501,1,69,76,75,9210
101290601,1,50,75,76,9210
101290701,1,55,75,76,9210
101290801,1,63,76,75,9210
101310501,1,33,32,32,3101
101310601,1,57,32,32,3101
101310701,1,35,32,32,3101
101310801,1,37,33,32,3101
101311001,1,26,33,32,3101
101311101,1,31,32,32,3101
101311201,1,22,32,32,3101
101320101,1,86,73,74,8101
101320301,1,82,72,74,8101
101320401,1,60,73,74,8101
101320501,1,82,73,74,8101
101320701,1,100,73,74,8101
101350101,2,81,117,113,16101
101350201,2,76,116,114,16101
101350301,2,113,117,114,16101
101350401,2,99,117,114,16101
101350501,2,95,117,113,16101
101350801,2,90,116,114,16101
101350901,2,81,117,114,16101
101351001,2,78,117,114,16101
101360101,1,127,204,236,13124
101360201,1,229,203,236,13124
101360501,1,192,203,236,13124
101360601,1,163,203,236,13124
101360801,1,267,203,235,13124
101370101,1,234,233,210,13605
101370201,1,236,233,210,13605
101370301,1,172,233,210,13605
101370401,1,250,234,210,13605
101370501,1,208,233,210,13605
101370701,1,199,233,210,13605
101370801,1,221,233,210,13605
101410101,1,143,178,208,13108
101410301,1,153,178,208,13108
101410401,1,124,178,207,13108
101410601,1,194,177,208,13108
101410701,1,193,178,208,13108
101410801,1,137,178,208,13108
101420101,1,211,230,216,13104
101420201,1,226,230,216,13104
101420301,1,173,230,217,13104
101420401,1,227,231,217,13104
101420402,1,265,230,217,13104
101420501,1,180,231,217,13104
101420601,1,234,231,216,13104
101420701,1,310,230,216,13104
101500101,1,69,72,77,7301
101500201,1,68,72,78,7301
101500301,1,92,72,77,7301
101500401,1,98,72,78,7301
101500501,1,118,72,77,7301
101500601,1,73,72,77,7301
101500701,1,76,72,77,7301
101500801,1,86,72,78,7301
101520201,1,110,62,65,16302
101520301,1,43,62,65,16302
101520401,1,82,62,65,16302
101520601,1,53,62,65,16302
101520701,1,48,62,65,16302
101520801,1,37,62,66,16302
101540101,1,43,69,69,6106
101540201,1,44,69,69,6106
101540401,1,82,69,69,6106
101540501,1,68,69,70,6106
101540701,1,86,69,70,6106
101540801,1,61,69,70,6106
101570201,1,123,81,85,7105
101570401,1,71,82,86,7105
101570501,1,73,81,86,7105
101570701,1,78,82,86,7105
101600201,1,287,377,340,13302
101600301,1,294,376,340,13302
101600401,1,306,376,341,13302
101600601,1,508,376,340,13302
101600801,1,340,377,340,13302
101630301,1,49,53,53,12101
101630401,1,37,53,53,12101
101630501,1,73,52,53,12101
101630601,1,46,52,53,12101
101630701,1,51,53,53,12101
101630801,1,46,53,53,12101
101631001,1,67,53,53,12101
101631101,1,55,53,53,12101
101660101,1,77,91,92,7101
101660201,1,66,90,91,7101
101660301,1,215,91,91,7101
101660401,1,74,91,91,7101
101660501,1,99,91,91,7101
101660601,1,75,91,91,7101
101660701,1,181,91,92,7101
101680201,1,76,75,67,9112
101680401,1,99,75,68,9112
101680501,1,89,75,68,9112
101680601,1,64,75,67,9112
101680701,1,107,75,67,9112
101680801,1,83,74,68,9112
101700101,1,164,223,263,13101
101700201,1,204,223,263,13101
101700301,1,217,223,264,13101
101700401,1,144,223,263,13101
101700501,1,165,223,263,13101
101700801,1,371,223,263,13101
101730101,1,41,33,33,15101
101730201,1,33,33,33,15101
101730301,1,21,33,33,15101
101730501,1,32,33,33,15101
101730601,1,39,33,34,15101
101730701,1,48,33,33,15101
101730801,1,42,33,33,15101
101730901,1,50,33,33,15101
101731001,1,28,33,33,15101
101731101,1,41,33,33,15101
101731201,1,27,33,33,15101
101750201,1,70,72,51,8109
101750301,1,65,72,51,8109
101750401,1,56,71,51,8109
101750501,1,51,71,52,8109
101750601,1,62,72,51,8109
101750701,1,86,72,51,8109
101820101,1,150,196,213,13501
101820201,1,130,196,213,13501
101820301,1,135,195,213,13501
101820501,1,150,196,212,13501
101820701,1,135,196,213,13501
101820801,1,136,195,212,13501
101840201,2,48,44,41,8204
101840401,2,33,44,41,8204
101840501,2,21,44,40,8204
101840601,2,25,44,41,8204
101840602,2,21,44,41,8204
101840701,2,41,44,40,8204
101840801,2,21,44,40,8204
101840901,2,19,44,41,8204
101841001,2,29,44,41,8204
101900101,1,54,38,37,14101
101900201,1,37,38,37,14101
101900301,1,44,38,37,14101
101900401,1,54,38,38,14101
101900501,1,35,38,37,14101
101900601,1,38,38,38,14101
101900701,1,58,38,37,14101
101900801,1,39,38,37,14101
101960201,1,112,95,96,5804
101960301,1,96,95,96,5804
101960401,1,91,95,96,5804
101960501,1,169,95,95,5804
101960701,1,87,95,96,5804
101960801,1,95,95,96,5804
101970301,1,217,235,210,13109
101970601,1,193,235,210,13109
101970701,1,314,234,210,13109
101970801,1,230,235,210,13109
102020101,2,54,82,82,4204
102020201,2,59,82,82,4204
102020301,2,60,81,82,4204
102020501,2,58,82,82,4204
102020601,2,58,81,82,4204
102020701,2,40,82,82,4204
102020801,2,51,81,82,4204
102020901,2,63,81,82,4204
102021001,2,46,82,81,4204
102060101,1,144,154,185,13115
102060301,1,118,153,185,13115
102060401,1,119,153,185,13115
102060501,1,110,153,185,13115
102060502,1,188,153,185,13115
102060601,1,110,154,185,13115
102060801,1,160,153,185,13115
102070101,2,150,181,179,10101
102070201,2,166,181,179,10101
102070301,2,101,181,179,10101
102070401,2,121,181,179,10101
102070501,2,118,181,179,10101
102070601,2,165,181,179,10101
102070701,2,184,181,179,10101
102070801,2,157,181,179,10101
102070901,2,141,181,179,10101
102071001,2,231,181,179,10101
102080101,1,158,168,152,13302
102080201,1,150,168,151,13302
102080401,1,155,168,151,13302
102080501,1,91,168,152,13302
102080601,1,140,168,151,13302
102080701,1,146,167,152,13302
102080801,1,134,168,152,13302
102110201,1,89,162,163,13114
102110401,1,163,163,164,13114
102110501,1,127,162,164,13114
102110701,1,158,162,164,13114
102120101,1,283,170,200,13101
102120201,1,207,170,201,13101
102120301,1,141,170,201,13101
102120601,1,148,170,200,13101
102120701,1,134,170,201,13101
102150101,1,169,188,192,13112
102150201,1,148,188,193,13112
102150401,1,213,189,193,13112
102150601,1,217,188,193,13112
102150701,1,136,188,193,13112
102150801,1,196,189,193,13112
102160101,1,192,144,145,8110
102160301,1,167,144,145,8110
102160401,1,125,144,145,8110
102160501,1,185,144,145,8110
102160601,1,171,144,145,8110
102160701,1,129,144,145,8110
102160801,1,130,144,145,8110
102180101,2,9,17,18,5603
102180201,2,8,18,18,5603
102180301,2,10,18,18,5603
102180401,2,5,17,18,5603
102180501,2,7,17,18,5603
102180601,2,7,18,18,5603
102180801,2,7,18,18,5603
102181001,2,12,17,19,5603
102200201,1,120,130,129,5801
102200301,1,141,130,128,5801
102200501,1,112,130,129,5801
102200601,1,109,130,128,5801
102200701,1,119,130,129,5801
102200801,1,167,130,129,5801
102250201,1,9,12,13,13101
102250301,1,7,11,13,13101
102250501,1,11,12,13,13101
102250502,1,6,12,14,13101
102250701,1,12,11,13,13101
102250801,1,7,11,13,13101
102260101,1,190,201,182,13132
102260201,1,197,201,182,13132
102260601,1,171,200,182,13132
102260701,1,195,201,182,13132
102270201,1,396,401,339,13111
102270401,1,696,401,338,13111
102270501,1,352,401,339,13111
102270601,1,288,401,338,13111
102270801,1,479,401,338,13111
102300101,2,56,61,60,16305
102300501,2,49,61,59,16305
102300701,2,47,61,60,16305
102300801,2,73,61,59,16305
102300901,2,44,61,60,16305
102301001,2,51,61,59,16305
102360101,2,87,134,109,10109
102360201,2,154,134,109,10109
102360301,2,130,135,109,10109
102360401,2,99,135,108,10109
102360601,2,99,135,108,10109
102360701,2,103,135,109,10109
102360801,2,160,135,109,10109
102360901,2,104,134,109,10109
102361001,2,122,134,109,10109
102380101,1,66,88,105,10303
102380201,1,59,88,105,10303
102380401,1,67,89,104,10303
102380501,1,95,88,104,10303
102380601,1,102,89,105,10303
102380701,1,77,88,105,10303
102400101,1,119,157,123,13120
102400201,1,167,158,122,13120
102400301,1,161,157,123,13120
102400401,1,157,158,123,13120
102400501,1,153,157,123,13120
102400601,1,115,158,122,13120
102400701,1,152,158,122,13120
102460101,2,32,38,40,14201
102460201,2,26,38,40,14201
102460301,2,34,38,40,14201
102460401,2,32,38,40,14201
102460501,2,24,38,40,14201
102460601,2,25,38,40,14201
102460701,2,25,38,40,14201
102460801,2,24,38,40,14201
102460901,2,24,38,40,14201
102461001,2,30,38,40,14201
102480101,2,52,87,67,4304
102480201,2,115,87,67,4304
102480301,2,51,87,67,4304
102480401,2,76,87,67,4304
102480501,2,53,87,67,4304
102480601,2,51,87,67,4304
102480701,2,50,87,67,4304
102480801,2,45,87,67,4304
102481001,2,65,87,67,4304
102490201,1,68,76,74,8205
102490301,1,58,76,74,8205
102490501,1,70,76,73,8205
102490601,1,63,75,73,8205
102490701,1,71,76,73,8205
102490801,1,74,76,73,8205
102530101,1,67,46,45,16101
102530201,1,40,46,45,16101
102530301,1,43,46,45,16101
102530401,1,42,46,45,16101
102530501,1,71,46,45,16101
102530601,1,39,46,45,16101
102530701,1,47,46,45,16101
102530702,1,71,46,45,16101
102570101,1,89,56,61,9101
102570201,1,64,56,62,9101
102570401,1,94,56,62,9101
102570501,1,104,57,62,9101
102570601,1,63,56,61,9101
102570701,1,94,56,62,9101
102580101,2,21,33,29,16207
102580201,2,29,33,29,16207
102580301,2,25,33,28,16207
102580401,2,24,33,29,16207
102580501,2,27,33,29,16207
102580601,2,26,33,29,16207
102580701,2,32,33,29,16207
102580901,2,21,33,29,16207
102581001,2,24,33,28,16207
102590701,1,442,331,391,13101
102600101,1,30,43,40,1107
102600201,1,55,43,40,1107
102600401,1,77,43,41,1107
102600501,1,43,44,40,1107
102600601,1,46,43,40,1107
102600701,1,36,43,41,1107
102600801,1,39,44,40,1107
102601201,1,35,44,40,1107
102620101,1,86,78,75,6101
102620201,1,55,77,76,6101
102620401,1,77,77,76,6101
102620801,1,78,78,76,6101
102700101,1,92,95,94,10101
102700201,1,83,95,95,10101
102700301,1,115,96,94,10101
102700401,1,107,96,94,10101
102700601,1,115,96,95,10101
102700701,1,105,95,95,10101
102700801,1,92,96,94,10101
102720101,1,23,26,25,15101
102720301,1,25,26,25,15101
102720401,1,37,25,25,15101
102720501,1,27,26,26,15101
102720601,1,26,25,25,15101
102720801,1,31,25,25,15101
102720901,1,28,26,25,15101
102721001,1,17,25,26,15101
102721101,1,32,25,26,15101
102721201,1,21,25,25,15101
102770101,1,97,64,63,2201
102770301,1,63,64,63,2201
102770401,1,47,64,63,2201
102770501,1,70,64,63,2201
102770701,1,62,64,63,2201
102770801,1,84,64,62,2201
102790101,2,51,64,88,5107
102790201,2,34,65,87,5107
102790401,2,50,65,87,5107
102790601,2,67,64,87,5107
102790701,2,29,65,87,5107
102790901,2,34,65,87,5107
102820201,1,97,98,96,6101
102820401,1,86,98,96,6101
102820501,1,82,98,96,6101
102820701,1,79,99,96,6101
102880101,2,18,34,31,1405
102880201,2,15,35,32,1405
102880301,2,17,35,32,1405
102880401,2,25,34,32,1405
102880501,2,23,34,32,1405
102880601,2,24,35,32,1405
102880701,2,15,34,32,1405
102880801,2,11,35,32,1405
102880901,2,18,34,32,1405
102881101,2,34,35,32,1405
102881201,2,22,35,31,1405
102881301,2,19,34,32,1405
102940101,1,181,192,182,13119
102940201,1,163,192,182,13119
102940301,1,176,192,182,13119
102940401,1,152,192,183,13119
102940501,1,146,191,182,13119
102940601,1,318,191,183,13119
102940701,1,120,191,183,13119
102940801,1,202,191,183,13119
102970201,1,38,30,32,14201
102970301,1,26,30,32,14201
102970401,1,33,31,31,14201
102970501,1,48,31,32,14201
102970601,1,29,30,32,14201
102970701,1,74,30,32,14201
102970801,1,38,30,32,14201
103010201,2,91,105,107,7404
103010301,2,86,105,107,7404
103010401,2,77,105,107,7404
103010501,2,87,105,107,7404
103010601,2,87,105,107,7404
103010701,2,75,105,107,7404
103010801,2,84,105,107,7404
103010901,2,77,105,107,7404
103011001,2,68,105,107,7404
103030901,1,70,60,60,3101
103040101,1,158,146,137,13118
103040201,1,135,145,137,13118
103040301,1,122,146,137,13118
103040302,1,80,145,137,13118
103040401,1,161,145,137,13118
103040501,1,119,145,137,13118
103040601,1,118,145,137,13118
103040701,1,132,146,137,13118
103070101,1,194,217,215,13201
103070201,1,236,217,214,13201
103070301,1,149,216,215,13201
103070401,1,167,217,214,13201
103070501,1,203,216,215,13201
103070601,1,192,217,214,13201
103070701,1,196,217,214,13201
103080101,1,43,62,70,8105
103080201,1,83,61,70,8105
103080301,1,50,61,70,8105
103080401,1,48,61,70,8105
103080501,1,76,61,70,8105
103080601,1,60,61,70,8105
103080701,1,60,61,70,8105
103080801,1,94,61,71,8105
103110101,1,74,98,95,8205
103110201,1,73,98,95,8205
103110301,1,95,98,95,8205
103110401,1,105,97,95,8205
103110501,1,100,98,95,8205
103110601,1,94,98,95,8205
103110701,1,64,98,95,8205
103110801,1,71,97,95,8205
103120401,1,404,326,327,13114
103120701,1,303,325,328,13114
103140101,1,246,289,321,13106
103140401,1,212,289,321,13106
103140601,1,350,288,321,13106
103140701,1,484,289,321,13106
103140801,1,299,288,321,13106
103160101,1,126,186,144,13120
103160401,1,214,186,144,13120
103160501,1,115,185,144,13120
103160601,1,162,185,144,13120
103160701,1,148,186,144,13120
103160801,1,315,186,145,13120
103210301,1,14,11,12,1101
103210401,1,9,11,12,1101
103210601,1,6,12,12,1101
103210701,1,11,12,12,1101
103210901,1,16,12,12,1101
103211001,1,26,12,12,1101
103230101,1,64,58,58,2101
103230201,1,31,58,58,2101
103230301,1,40,58,58,2101
103230501,1,83,58,58,2101
103230601,1,41,58,58,2101
103230701,1,48,58,58,2101
103230801,1,71,58,58,2101
103240101,1,140,191,183,13119
103240201,1,149,191,182,13119
103240501,1,150,191,182,13119
103240601,1,317,191,182,13119
103240701,1,235,191,183,13119
103250601,1,128,80,80,7101
103250701,1,79,79,80,7101
103280201,1,242,238,227,13110
103280601,1,271,238,227,13110
103280701,1,241,238,226,13110
103280801,1,234,238,226,13110
103290301,1,174,103,104,2101
103290501,1,145,104,104,2101
103290601,1,81,103,104,2101
103310101,2,275,380,344,13302
103310301,2,239,380,344,13302
103310401,2,246,380,343,13302
103310801,2,376,380,344,13302
103320101,2,25,34,41,15102
103320201,2,27,34,41,15102
103320301,2,18,34,41,15102
103320401,2,12,34,41,15102
103320601,2,11,34,41,15102
103320801,2,18,33,41,15102
103320901,2,27,34,41,15102
103321001,2,15,34,41,15102
103321101,2,13,34,41,15102
103321201,2,13,34,41,15102
103321301,2,25,34,41,15102
103360101,1,104,61,41,5401
103360201,1,82,62,41,5401
103360401,1,191,61,41,5401
103360501,1,138,62,42,5401
103360601,1,100,62,42,5401
103360701,1,103,62,41,5401
103360801,1,198,62,41,5401
103360802,1,198,62,41,5401
103380101,2,26,38,37,8309
103380201,2,23,38,37,8309
103380301,2,28,39,37,8309
103380501,2,15,38,37,8309
103380701,2,25,38,36,8309
103380801,2,29,38,36,8309
103380901,2,29,38,37,8309
103381001,2,35,38,37,8309
103400101,1,60,74,71,8112
103400301,1,69,74,72,8112
103400401,1,67,75,71,8112
103400501,1,59,75,71,8112
103400701,1,67,75,71,8112
103400801,1,89,75,71,8112
103410201,1,139,190,191,13114
103410401,1,122,189,191,13114
103410501,1,149,190,191,13114
103410601,1,209,189,191,13114
103430101,1,62,87,89,2101
103430401,1,84,87,88,2101
103430601,1,67,88,88,2101
103430801,1,68,87,88,2101
103440401,1,151,241,226,13104
103440501,1,217,241,227,13104
103440601,1,335,241,227,13104
103510101,1,29,33,34,1101
103510201,1,36,32,34,1101
103510301,1,27,33,34,1101
103510401,1,24,33,35,1101
103510501,1,26,33,34,1101
103510601,1,31,33,34,1101
103510701,1,24,33,34,1101
103510801,1,23,33,34,1101
103510901,1,34,32,35,1101
103511001,1,36,32,34,1101
103511101,1,33,33,34,1101
103550201,2,36,61,53,2102
103550301,2,19,61,53,2102
103550401,2,38,61,53,2102
103550501,2,20,61,53,2102
103550502,2,61,61,53,2102
103550701,2,28,61,53,2102
103550801,2,34,60,53,2102
103550901,2,40,60,53,2102
103680101,1,53,62,63,2101
103680201,1,53,62,63,2101
103680301,1,62,62,62,2101
103680401,1,104,62,63,2101
103680501,1,84,62,62,2101
103680601,1,88,62,63,2101
103680701,1,54,62,63,2101
103680801,1,53,62,62,2101
103700101,1,143,191,172,13302
103700201,1,132,191,173,13302
103700301,1,158,190,172,13302
103700401,1,120,191,172,13302
103700501,1,201,190,172,13302
103700601,1,235,191,173,13302
103700701,1,144,190,172,13302
103720101,1,25,31,26,16303
103720201,1,29,32,26,16303
103720301,1,47,32,26,16303
103720401,1,33,31,26,16303
103720501,1,27,31,26,16303
103720601,1,31,31,26,16303
103720701,1,34,32,26,16303
103720801,1,27,32,26,16303
103730101,1,64,62,67,7301
103730201,1,56,63,67,7301
103730301,1,121,63,67,7301
103730401,1,52,63,67,7301
103730501,1,121,62,67,7301
103730701,1,94,62,67,7301
103740101,1,65,75,80,7301
103740201,1,92,74,79,7301
103740301,1,46,74,80,7301
103740401,1,108,74,80,7301
103740501,1,54,74,80,7301
103740601,1,55,74,80,7301
103780301,1,142,135,142,4101
103780401,1,140,135,142,4101
103780501,1,149,134,141,4101
103780701,1,123,135,142,4101
103780801,1,158,135,141,4101
103800101,2,122,86,100,13124
103800201,2,102,85,99,13124
103800301,2,85,86,100,13124
103800401,2,77,86,99,13124
103800501,2,73,85,99,13124
103800601,2,85,86,99,13124
103800701,2,111,86,99,13124
103800801,2,85,85,99,13124
103800901,2,69,86,100,13124
103801001,2,107,85,99,13124
103820101,1,140,175,170,13128
103820201,1,173,175,169,13128
103820401,1,126,175,169,13128
103820501,1,160,175,170,13128
103820701,1,123,176,169,13128
103820801,1,148,175,169,13128
103860101,1,37,47,45,16101
103860201,1,35,47,45,16101
103860301,1,46,46,45,16101
103860401,1,56,47,45,16101
103860501,1,46,46,45,16101
103860601,1,73,46,45,16101
103860701,1,43,47,45,16101
103870101,1,487,396,378,13119
103870501,1,457,396,378,13119
103870601,1,369,397,378,13119
103890101,1,65,54,70,9111
103890301,1,54,54,70,9111
103890401,1,57,54,71,9111
103890501,1,51,53,71,9111
103890601,1,62,54,71,9111
103890701,1,82,53,71,9111
103960201,1,80,94,93,5109
103960401,1,82,94,93,5109
103960501,1,191,94,92,5109
103960601,1,88,94,92,5109
103960701,1,74,94,92,5109
103960801,1,99,94,93,5109
103980201,2,118,128,127,10101
103980301,2,84,128,127,10101
103980401,2,117,128,126,10101
103980501,2,149,128,126,10101
103980601,2,97,128,127,10101
103980701,2,123,128,127,10101
103980801,2,110,128,127,10101
103980901,2,122,128,127,10101
104000101,1,18,33,33,12101
104000201,1,33,33,33,12101
104000401,1,46,33,33,12101
104000501,1,41,33,33,12101
104000701,1,34,34,33,12101
104000801,1,27,34,33,12101
104000901,1,26,33,34,12101
104001001,1,24,33,33,12101
104001101,1,25,33,34,12101
104010101,2,17,31,30,12401
104010201,2,20,31,30,12401
104010301,2,16,31,30,12401
104010401,2,14,31,31,12401
104010601,2,16,31,31,12401
104010801,2,13,31,30,12401
104010901,2,16,31,31,12401
104011001,2,26,31,30,12401
104011101,2,27,31,31,12401
104011201,2,20,31,31,12401
104011301,2,19,31,31,12401
104011401,2,11,31,30,12401
104030101,2,68,70,61,5602
104030201,2,25,70,61,5602
104030301,2,35,69,61,5602
104030401,2,29,69,61,5602
104030601,2,43,70,60,5602
104030701,2,33,69,61,5602
104030801,2,27,69,60,5602
104030901,2,24,70,61,5602
104031001,2,29,70,60,5602
104060201,1,245,237,226,13121
104060401,1,293,237,226,13121
104060501,1,200,237,227,13121
104060701,1,394,237,227,13121
104060801,1,247,237,227,13121
104110101,1,182,188,180,13119
104110201,1,227,188,180,13119
104110301,1,159,189,181,13119
104110601,1,145,189,180,13119
104110701,1,184,189,180,13119
104150101,1,111,118,135,5803
104150201,1,111,118,135,5803
104150301,1,143,118,135,5803
104150601,1,116,118,135,5803
104150701,1,148,118,135,5803
104150801,1,141,118,134,5803
104180101,1,151,95,77,10109
104180201,1,151,95,77,10109
104180301,1,87,95,77,10109
104180401,1,97,95,77,10109
